id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
11582302,Barra da Tijuca Olympic Center,35699528,Kleber,,Jacarepaguá,-2.297.358,-4.335.837,Entire home/apt,859,15,0,,,1,89
767248524746464392,Ap. Nsa Senhora Copacabana 2,15908388,Diego,,Copacabana,-229.736.063,-431.889.696,Entire home/apt,450,2,1,2022-12-15,1,2,322
32565298,RESORT no Recreio - RJ. Condomínio Barra Family,113116653,Ana,,Recreio dos Bandeirantes,-2.300.622,-4.344.191,Entire home/apt,20000,1,49,2022-04-15,01.05,1,178
15891703,Solar Del Passo - Cantinho do Céu,46738979,Patrícia & Rogério,,Copacabana,-2.298.364,-4.319.282,Entire home/apt,364,2,0,,,1,130
10907178,Very Large Luxurious Modern 3BR Seaview,400219,Elaine,,Copacabana,-22.980.806.350.708.000,-4.319.123.458.862.300,Entire home/apt,3684,3,54,2022-12-18,0.64,1,237
18871236,Suite no melhor apartamento de 135 m de Copacabana,8496435,Denise,,Copacabana,-2.297.566,-4.319.033,Private room,350,2,1,2017-06-21,0.01,2,0
9678583,"Quarto claro, limpo e acolhedor",50004247,Miriam,,Cosme Velho,-2.293.992,-4.319.745,Private room,150,1,1,2020-02-23,0.03,1,360
48970369,Apartamento na gloria com hidromassagem,394956729,Jamisson,,Glória,-2.292.026,-4.317.916,Entire home/apt,380,1,132,2022-12-12,6.35,5,66
760228709981830197,Apartameno alto padrão no coração do Leblon,347317403,Adriano,,Leblon,-229.814.884,-432.236.182,Entire home/apt,1485,2,0,,,1,361
770800296044889953,Suíte com varanda na Barra,489525326,Guilherme,,Barra da Tijuca,-230.045.865,-433.411.208,Private room,714,3,0,,,2,336
12222615,Flat na praia da Barra da Tijuca,42904730,Alvaro,,Barra da Tijuca,-2.301.102,-4.335.693,Entire home/apt,714,2,15,2022-12-11,1.48,1,349
35580596,Cozy 1 bedroom apartment in Copacabana,11466316,Isis,,Copacabana,-2.297.143,-4.318.908,Entire home/apt,814,3,8,2022-09-05,0.19,1,78
47225318,3. Tiffany’s Clean e Confortável para até 04,1422607,Leo&Archanjo,,Ipanema,-2.298.483,-4.319.856,Entire home/apt,2000,5,0,,,38,0
519865,"Apartament, lateral view from  sea",533666,Sandra Valéria,,Copacabana,-2.296.385,-4.318.007,Entire home/apt,1064,3,103,2022-12-16,0.82,4,282
53610591,Apto com grande área de lazer e ótima localização.,373303515,Marcia,,Jacarepaguá,-2.297.214,-4.335.907,Entire home/apt,351,1,13,2022-12-10,1.10,2,48
54292785,Apto em Copacabana,224497164,Suzana Raposo,,Copacabana,-2.296.467,-4.318.009,Entire home/apt,400,5,1,2022-01-25,0.09,1,319
38116950,"Apt Cômodos confortáveis, simples em belo local.",288033641,Simone,,Pechincha,-2.292.752,-4.335.673,Private room,57,1,27,2022-12-13,0.69,2,169
566729564852826692,Condomínio na Barra da Tijuca perto da praia,169120438,Alfalux,,Jacarepaguá,-2.297.159,-4.335.941,Entire home/apt,321,2,0,,,1,341
744896365719764078,Suíte Citrino,483678141,Monte Castelo,,Glória,-229.197.826,-431.790.878,Private room,343,1,1,2022-12-04,1,20,62
8654518,"Confortable, Excellent Location, Leblon",44729495,Juliana,,Leblon,-2.298.382,-432.164,Entire home/apt,2000,3,191,2022-12-11,2.24,8,41
2941937,2 quartos linda vista reformado,14931871,Fabio,,Jardim Botânico,-2.296.469,-432.219,Entire home/apt,800,3,9,2020-02-27,0.13,1,352
702693139869314059,Quarto privado com varanda Compartilhada,332011868,Maria Eleonora,,Copacabana,-2.298.502,-4.319.115,Private room,101,1,14,2022-12-10,3.50,3,322
18326112,Cobertura espaçosa 150m da Praia Copacabana/Leme,43383263,Adelia,,Copacabana,-2.296.209,-4.317.419,Entire home/apt,900,1,3,2017-11-24,0.04,1,181
713967698392902098,Loft encantador no coração de Copacabana,479136050,Karen,,Copacabana,-2.296.674,-4.318.236,Entire home/apt,969,10,0,,,1,309
621651485463603464,Only for foreign who speak English as a native,49558910,Alex,,Lagoa,-22.966.112,-43.203.125,Private room,190,7,0,,,1,346
2768532,Pristine 2-Bedroom Ipanema WIFI,14158463,Paulo,,Ipanema,-2.298.447,-432.007,Entire home/apt,1214,3,46,2022-12-21,0.44,1,178
30264358,Cristo Redentor | Metrô| Seguro |WiFi| Best Choice,22018092,Stella,,Rio Comprido,-2.292.493,-4.320.887,Entire home/apt,143,4,18,2022-09-11,0.37,2,338
723049169855421374,"Suíte completa, andar alto com vista 
Deslumbrante",315740743,Maicon,,Barra da Tijuca,-2.300.372,-4.334.074,Private room,709,3,0,,,20,27
9952847,Copa Only share rooms up to 9 guest,13635061,Adriana,,Copacabana,-2.297.113,-4.318.682,Private room,1541,1,8,2019-03-13,0.09,11,176
600653567907319222,"🦶🏖 LOFT Encantador, confortável: Cama,Ar,TV",374609098,Gisley Brito,,Copacabana,-2.297.271,-4.318.761,Private room,220,1,1,2022-09-09,0.27,1,357
15359080,Apartment Des Artistes - Santa Teresa,50301101,Thiago,,Santa Teresa,-2.292.057,-4.319.091,Entire home/apt,453,2,0,,,1,365
53400218,Copacabana Comfort Studio,92162146,Vitoria,,Copacabana,-2.296.448,-4.317.561,Entire home/apt,536,4,32,2022-12-11,2.49,1,98
697936372489207748,"Ap próx Rio Centro,Globo,Parque Olímpico",43140186,Derliane,,Jacarepaguá,-2.296.805,-4.341.472,Entire home/apt,643,3,4,2022-11-13,01.09,1,14
549367586363222523,"Praia apto centro de Copa
Beach apt centre of Copa",64275672,Adam,,Copacabana,-229.633,-4.317.962,Entire home/apt,1034,2,15,2022-11-23,1.39,6,75
1198333,"Copacabana Studio, beach & subway",505003,Guilherme,,Copacabana,-2.297.747,-4.319.092,Entire home/apt,200,2,49,2017-03-06,0.46,2,0
1214259,MoonWalk - Silent 3Bdrm Apartment in Humaitá,153721,Shushma,,Humaitá,-2.295.447,-4.319.631,Entire home/apt,632,90,2,2014-07-01,0.02,27,88
10040725,Studio em Copacabana,8692554,Bernardo,,Copacabana,-229.852.373,-431.929.058,Entire home/apt,1190,1,0,,,1,361
53698306,Casa recém reformada em bairro histórico e boêmio,3979072,Fátima,,Santa Teresa,-2.291.794,-431.912,Entire home/apt,450,5,2,2022-04-24,0.17,1,271
53893290,Flat bem localizado entre Ipanema e Copacabana,195835976,Maria,,Copacabana,-2.298.583,-4.319.183,Entire home/apt,1000,4,1,2022-01-02,0.08,1,363
17073284,Alugo Quarto para temporada,114532891,Samuel,,Gardênia Azul,-2.296.172,-4.335.178,Private room,106,2,3,2022-09-11,0.05,1,0
2643524,Apt 2 bedrooms Tijuca near Maracanã,13534140,Guilherme,,Tijuca,-2.292.118,-4.321.552,Entire home/apt,800,7,0,,,1,365
52209018,VilaTijuca: 2 quartos (1 suíte) c/ vaga na garagem,2513825,Newton,,Vila Isabel,-2.292.224,-4.323.927,Entire home/apt,757,3,18,2022-11-24,1.32,28,161
681233179728860732,Loft Dúplex Posto 9/Melhor Point Praia do Recreio,215289808,Ferretti,,Recreio dos Bandeirantes,-2.302.355.798.456.840,-43.453.411.619.049.000,Entire home/apt,590,3,10,2022-12-05,2.33,2,54
32615207,"Cobertura na Lagoa, com vista para o Cristo.",19054760,Marco Antonio,,Lagoa,-2.296.853,-4.320.469,Entire home/apt,1200,4,2,2020-05-03,0.06,1,361
679713387302615706,Aurora Hostel | Cama em Dormit. Misto com 6 Camas,471662268,Aurora,,Botafogo,-22.954.546,-431.940.298,Shared room,395,1,1,2022-09-11,0.27,6,154
846603,3 bedrooms in the best beach of Rio,4420701,Gustavo,,Recreio dos Bandeirantes,-2.301.805,-4.345.271,Entire home/apt,1018,4,54,2022-12-11,0.47,14,346
725470553610279497,Apartamento perto da Lagoa,481311354,Luís Felipe,,Humaitá,-2.295.845,-4.320.217,Entire home/apt,350,1,1,2022-12-14,1,1,335
11811610,"Rio Centro, Barra da Tijuca, Recreio",62910304,Lucinei Martins,,Camorim,-2.297.971,-4.341.532,Entire home/apt,230,3,31,2022-12-18,0.40,1,316
45914496,"Charmoso apartamento na av. Atlântica, Copacabana",26945147,Rodrigo,,Copacabana,-2.296.699,-4.317.648,Entire home/apt,917,1,79,2022-12-08,03.01,26,205
53535501,Apart hotel completo c/ vista perto da praia,2919803,Felipe,,Copacabana,-2.296.043,-4.317.409,Entire home/apt,1175,12,5,2022-12-10,0.42,35,133
673769337986926954,NOVO Flat Barra Palace em frente à praia,470167255,Thiago,,Barra da Tijuca,-23.011.290.499.067.900,-4.332.156.957.672.110,Entire home/apt,836,2,7,2022-11-27,1.76,1,337
8441006,Dupla Incrível: Conforto e Diversão,44442113,Marise,,Botafogo,-2.295.114,-4.318.559,Entire home/apt,729,2,12,2022-12-22,0.14,1,271
47912063,Condomínio de luxo no Recreio com suíte,145249922,Luciana,,Recreio dos Bandeirantes,-2.302.254,-4.351.083,Entire home/apt,389,3,8,2022-11-15,0.38,1,51
757786139574460249,Lindo Flat Vista Piscina - Barra da Tijuca,46664224,Rafael,,Barra da Tijuca,-2.300.368,-4.334.008,Entire home/apt,451,1,2,2022-12-20,2,41,79
32377409,Our102| Charming Studio in Botafogo,1982737,Estadia,,Botafogo,-2.294.618.797.302.240,-4.318.483.352.661.130,Entire home/apt,1200,1,14,2022-12-16,0.30,107,265
13971195,All new Penthouse w Pool and bbq place,24341810,Breno,,Recreio dos Bandeirantes,-2.301.934,-4.347.406,Entire home/apt,1800,3,3,2017-10-17,0.04,1,88
14730879,"AMPLO QUARTO CONFORTO
SOL /AR/PRAIA/CAMPO 
TRANQUI",85120464,Ana Maria,,Barra da Tijuca,-2.300.715,-4.332.538,Private room,227,3,36,2022-12-19,0.59,2,86
47918559,LINDO APARTAMENTO COM VISTA PARA O MAR,155090393,Paulo,,Barra da Tijuca,-2.300.963,-4.336.645,Entire home/apt,360,1,63,2022-12-04,2.82,1,114
32669105,Apartamento Barra da Tijuca Residencial c/Serviços,84582400,Paulo,,Barra da Tijuca,-2.300.789,-4.331.952,Entire home/apt,1029,2,2,2020-03-21,0.06,1,0
14522482,Ano Novo na praia do Leblon quarto/sala! Venha!,89723500,Nilza,,Leblon,-229.783,-4.322.351,Entire home/apt,909,3,66,2022-03-01,0.85,3,52
2954429,Super desconto apto 10 min metrô,13789749,Cristina,,Santa Teresa,-229.229,-4.318.349,Entire home/apt,300,7,65,2022-09-12,0.63,1,149
656064008332467601,Copa Lemos31 4 quartos 11 pessoas,37238144,Rafaele Bispo,,Copacabana,-22.977.886.847.160.600,-4.319.029.614.329.330,Entire home/apt,1810,3,18,2022-12-09,3.18,17,206
22105990,Charming renovated apartment by the beach,3060474,Carolina,,Barra da Tijuca,-2.301.101,-4.336.309,Entire home/apt,587,3,2,2018-11-07,0.03,1,0
14204422,Apartamento para as OLIMPÍADAS 2016,78863008,Bárbara,,Barra da Tijuca,-2.300.854,-4.342.825,Entire home/apt,650,7,0,,,1,363
53393826,MS88. Apartamento com vista mar no Arpoador.,137007102,FGibran,,Ipanema,-2.298.816,-4.318.936,Entire home/apt,1400,4,3,2022-05-10,0.26,20,88
778091037385735775,Arte e com vista para o mar,2909384,Guilherme,,Joá,-230.106.693,-432.904.498,Private room,2280,4,0,,,3,23
754479509707812774,Lindo Apê. Seja bem vindo!,472786235,Adenilson,,Recreio dos Bandeirantes,-2.300.452,-4.344.248,Entire home/apt,471,1,4,2022-12-25,4,1,158
38447519,Suite Solteiro Flat RioStay Riocentro_Stay'nRio,22240461,Tatiana,,Jacarepaguá,-2.297.519,-4.341.277,Private room,613,2,24,2022-11-06,0.60,13,202
540389275449741760,Pequeno quarto com banheiro exclusivo na Tijuca.,313433669,Ronen,,Tijuca,-2.292.315,-4.322.161,Private room,56,3,10,2022-12-20,0.87,2,92
690752565266761731,Espetacular apt com estacionamento na Freguesia,196409387,Carla,,Freguesia (Jacarepaguá),-229.374,-4.333.451,Entire home/apt,800,2,3,2022-11-15,0.77,1,66
45342129,Quarto inteiro para solteiros,366541017,Tatiana,,Vila Isabel,-2.291.712,-4.325.093,Private room,54,10,0,,,1,179
22130452,Ipanema 506,2993489,Daniel Maurício,,Ipanema,-2.298.684,-4.319.396,Entire home/apt,150,5,43,2021-08-10,0.71,5,0
14185620,Perfect Spot for Olympics 2016 - Jardim Oceanico,10343583,Jose,,Barra da Tijuca,-2.301.025,-4.331.135,Entire home/apt,1250,10,0,,,1,89
53665109,Casa Na Vila ( Prox.Campo dos Afonsos),156839979,Diogo,,Marechal Hermes,-2.286.713,-433.684,Entire home/apt,134,2,4,2022-12-23,1.10,4,331
2617955,Seaside suite,12230685,Claudia,,Barra da Tijuca,-2.301.092,-4.334.312,Private room,180,2,29,2021-01-08,0.35,1,87
711791671503566727,Casa com Ofurô no meio do Verde,24163886,Paulo,,Guaratiba,-229.839.588,-435.559.717,Entire home/apt,523,2,0,,,2,363
13845585,Imperial district of RIO DE JANEIRO,81728875,Viviane,,São Cristóvão,-2.289.394,-4.321.908,Entire home/apt,475,3,0,,,1,365
13987792,Two bedroom house in São Cristóvão,83485867,Alessandro,,São Cristóvão,-2.289.705,-432.313,Entire home/apt,260,1,4,2020-02-26,0.07,1,355
1708211,Lagoa R de Freitas - Confortável e Belo,4706314,Eduardo,,Lagoa,-2.297.584,-4.319.842,Entire home/apt,754,2,65,2022-12-10,0.63,2,65
21972360,Apto Temporada  Riocentro Parque  Olímpico Barra,160313981,Drika,,Jacarepaguá,-2.297.368,-4.341.188,Entire home/apt,394,1,7,2022-09-06,0.13,4,164
693661275005151083,Copa Prime,4255118,Ricardo,,Copacabana,-2.296.997,-4.318.171,Entire home/apt,790,4,2,2022-09-11,0.49,40,343
713631,Quarto claro e amplo em Botafogo,2536988,Celeste,,Botafogo,-2.295.489,-4.319.327,Private room,230,4,27,2022-09-11,0.32,3,257
29336046,Apartamento bem localizado,105443099,Cintia,,Ipanema,-2.298.428,-432.149,Entire home/apt,593,1,130,2022-12-17,2.67,1,98
53751278,Wonderful beach house Barra da Tijuca,20906568,Roberta,,Barra da Tijuca,-2.300.651,-4.332.315,Entire home/apt,1259,2,3,2022-09-09,0.25,3,70
22080922,amplo apto em Copa - 2 quartos - Bairro peixoto,30908377,Fabiana,,Copacabana,-2.296.505,-4.319.056,Entire home/apt,1000,5,4,2019-01-14,0.07,1,264
28585290,"Alto Leblon, perto da natureza",215582300,Ana,,Leblon,-2.298.593,-4.323.288,Private room,96,2,14,2020-02-28,0.27,1,347
14980313,Arena Jeunesse / Parque Olímpico / Riocentro,94392845,Fabiano,,Jacarepaguá,-2.297.032,-433.833,Private room,380,1,3,2022-11-14,0.05,1,365
714741718066858003,lindo apartamento pertinho da praia  n recreio,464575357,Ivonete,,Recreio dos Bandeirantes,-2.302.679,-4.347.724,Private room,621,3,0,,,3,365
714352191057015009,Tijuca 1 QT Muito Conforto– Metro/Mercado/Academia,261044343,Oswaldo,,Tijuca,-2.292.605,-4.322.072,Private room,131,1,4,2022-11-10,1.46,1,362
7949620,Vista mar com acesso a Praia Cidade Maravilhosa,4005407,Erika,,Barra da Tijuca,-2.300.648,-4.334.539,Entire home/apt,890,2,5,2022-11-14,0.06,29,361
904294,Familial 3 Bedroom Apt Copacabana,4836305,Monica,,Copacabana,-2.296.774,-4.319.079,Entire home/apt,757,3,16,2022-09-09,0.15,1,310
31468649,apto leblon - 2 beddrooms,99928745,Patricia,,Leblon,-229.805,-4.322.434,Entire home/apt,466,3,58,2022-12-04,1.21,1,0
731147296306406001,Tabas | Lindíssimo apê 2 quartos Botafogo | BF0001,341887136,Tabas,,Botafogo,-2.295.863,-4.317.703,Entire home/apt,1694,5,1,2022-12-12,1,228,327
42322096,Chalé Joatinga,307906393,Raquel,,Joá,-2.301.285,-4.328.916,Private room,760,1,50,2022-11-15,1.44,2,358
6075149,RIOCENTRO - BARRA Central Park,12324083,Marcos,,Camorim,-2.298.079,-4.341.657,Entire home/apt,270,2,2,2019-01-02,0.03,1,350
781322784558038295,Apartamento Praia da Barra da tijuca,491291823,Fernanda Luzia,,Barra da Tijuca,-230.113.695,-43.321.355,Entire home/apt,914,3,0,,,1,219
2840984,Lagoa/Copacabana/Ipanema 95m2,14532569,Alvino,,Ipanema,-2.297.848,-4.319.753,Entire home/apt,840,6,0,,,1,365
13650746,Apartamento distante 50 metros da praia Ipanema,2350092,Geraldo,,Ipanema,-2.298.424,-4.321.456,Entire home/apt,600,5,39,2022-10-14,0.50,3,317
14934733,"Lindo, Aconchegante, melhor rua do Bairro.",93931411,Cláudia,,Santa Teresa,-2.292.648,-4.319.024,Entire home/apt,120,3,11,2020-01-20,0.15,1,152
20283029,Apartamento em Vargem Grande dentro do club Pontal,144655860,Anna Carolina,,Vargem Grande,-2.297.212,-4.349.495,Entire home/apt,280,3,4,2022-09-11,0.08,1,176
10810099,Barra Palace Apartment,19693010,Gustavo,,Barra da Tijuca,-2.301.155,-4.332.142,Entire home/apt,750,2,84,2022-12-09,01.04,1,287
707397057528200687,Beach Front Paradise,68805312,Fernanda,,Barra da Tijuca,-2.301.172,-4.337.599,Entire home/apt,714,2,4,2022-12-12,2.18,3,162
53046751,"Cozy House in Itanhangá, close to Barra",230981472,Suzana,,Itanhangá,-2.298.871.612.548.820,-43.299.888.610.839.800,Entire home/apt,1600,3,0,,,1,365
25083013,"2 quartos, piscina, ar cond, metrô. Wifi 125MB.",4420701,Gustavo,,Cachambi,-2.288.475,-4.328.045,Entire home/apt,560,10,5,2022-11-07,0.38,14,360
690481646312620343,Suíte privativa em pousada com café da manhã,83122176,Pousada Marambaia Cafe,,Barra de Guaratiba,-230.642,-4.356.725,Private room,4473,1,1,2022-09-18,0.29,6,63
48499328,New Studio at Flamengo / studio reformado,321805553,Renato,,Flamengo,-2.293.861,-4.317.622,Entire home/apt,536,10,3,2022-11-27,0.14,2,242
685278437191054304,Apartamento  no Pechincha aconchegante e acolhedor,339257180,Mônica,,Pechincha,-2.292.802,-4.335.037,Entire home/apt,200,2,1,2022-09-04,0.26,1,363
54029020,Apart-Hotel Mediterrâneo Flat - Suíte Dupla Casal,29475411,Bruno & Ricardo,,Barra da Tijuca,-2.300.345,-4.334.054,Entire home/apt,657,1,5,2022-12-16,0.41,30,365
23049612,Cozy and very well located entire studio,902085,Fernando,,Botafogo,-2.294.501,-4.318.228,Entire home/apt,114,3,142,2022-12-22,2.40,1,254
650045107599031371,Apartamento encantador em Copacabana =Verde + Arte,66102609,André,,Copacabana,-2.296.535,-4.318.615,Entire home/apt,700,3,1,2022-11-15,0.67,2,41
46532201,Apartamento de artista / Artist apartment,184524730,Uri,,Centro,-2.291.325,-4.318.804,Entire home/apt,110,6,2,2021-01-04,0.08,1,0
35185586,LSH Lifestyle Hotel - The Ocean & Mountain King Room,263499518,LSH Lifestyle Hotel,,Barra da Tijuca,-2.301.355,-4.331.578,Private room,1251,1,0,,,6,365
688376346094580809,"Botafogo junto ao metrô, perto de tudo!",64572968,Eduardo,,Botafogo,-22.945.161,-431.853.862,Entire home/apt,156,1,11,2022-12-12,2.58,1,36
49445948,Suíte em Cobertura,398798740,Selma,,Estácio,-2.291.674,-4.320.984,Private room,150,2,1,2021-05-23,0.05,1,181
766061115135170477,Quarto 02 excelente apartamento,474812163,Nilcea,,Recreio dos Bandeirantes,-230.058.058,-434.845.089,Private room,180,2,0,,,3,303
706413484867427008,"Seguro, vista p/ o Cristo Redentor e aconchegante",288110302,Adriana,,Laranjeiras,-2.293.552,-4.318.919,Entire home/apt,160,2,5,2022-11-16,1.28,1,349
704470730191017053,Apartamento em prédio encantador - próx ao Cristo,26215600,Patrick,,Santa Teresa,-2.293.491.353.658.460,-43.200.658.187.270.100,Entire home/apt,600,1,0,,,1,365
53381601,Vista ao mar familiar e encantador,431902443,Sara,,Barra da Tijuca,-2.301.039,-4.332.206,Entire home/apt,750,5,4,2022-09-12,0.33,1,272
2879012,Great aptment in Rio for Worldcup,14410295,Javier,,Laranjeiras,-2.293.404,-431.832,Entire home/apt,3695,1,0,,,1,365
19182035,Apto Sta Mônica Condominium Club,67723715,Verônica,,Barra da Tijuca,-2.299.742,-4.338.739,Entire home/apt,686,3,15,2022-09-05,0.23,2,292
53525473,Quarto confortável no centro de Botafogo,433425778,Viola,,Botafogo,-2.295.547,-4.318.285,Private room,90,7,1,2021-12-23,0.08,1,352
40155651,Casa Confortável,309980829,Miguel,,Recreio dos Bandeirantes,-2.302.917,-4.347.663,Entire home/apt,747,3,20,2022-12-26,0.54,1,300
14087023,Bem Estar,72982015,Thalia Angelica,,Freguesia (Jacarepaguá),-2.294.107,-4.335.559,Entire home/apt,349,2,33,2022-12-11,0.44,4,60
41353302,***Casa na Penha equipada e mobiliada. Perfeita!,24417656,Mauricio,,Penha,-2.283.528,-4.327.028,Entire home/apt,357,2,5,2022-12-18,0.27,2,337
11542161,Private,60176482,Luiz Paulo,,Gávea,-2.297.512,-4.322.785,Private room,367,2,34,2022-09-12,0.48,1,349
10381048,Cantinho do Nico - Barra - Rio Centro,53435241,Marcos,,Jacarepaguá,-2.297.422,-4.340.727,Entire home/apt,538,2,50,2022-11-13,0.61,1,90
49286821,Day Use Casuarinas (sem hospedagem),15536673,Shalimar,,Vargem Grande,-2.298.142,-4.350.461,Entire home/apt,3500,1,0,,,2,170
11711978,Room For The Olimpic games,41001462,Suelen,,Barra da Tijuca,-2.301.007,-4.343.488,Private room,699,7,0,,,1,365
2784360,Ótimo apto próx. comercio e lazer,14242574,Rose Mary,,Cidade Nova,-2.291.224,-4.320.099,Entire home/apt,74,10,0,,,1,35
1155486,"Room between Ipanema/Copacabana, best place",6332055,Mara,,Lagoa,-229.763,-4.319.739,Private room,260,15,0,,,2,255
783898854912749426,Suíte no Recreio,491766406,Andrea,,Recreio dos Bandeirantes,-2.302.224,-4.348.756,Private room,161,1,0,,,1,347
52962555,"Local tranquilo,  3 quartos varanda e garagem",428585927,Mauro,,Recreio dos Bandeirantes,-2.301.916,-4.347.664,Entire home/apt,327,3,12,2022-10-15,0.88,1,168
13795389,Apartment next to the Olympics,67244503,Arnaldo,,Barra da Tijuca,-2.300.042,-4.342.068,Entire home/apt,1584,10,0,,,1,89
13345204,conjugado mobiliado com net HD e Internet wifi,75614614,Braulio,,Botafogo,-2.295.241,-4.319.277,Entire home/apt,400,30,0,,,1,358
42230669,Quarto aconchegante em área nobre de Botafogo,71992160,Alberto,,Botafogo,-2.295.704,-4.318.002,Private room,343,2,9,2022-09-17,0.26,2,121
2612695,Vista incrivel em Copacabana,13379496,João,,Copacabana,-2.296.659,-4.319.164,Entire home/apt,863,3,214,2022-11-09,2.16,1,49
31495324,Kitnet na glória- RJ,235962259,Maria Rosangela,,Glória,-2.292.076,-4.317.844,Entire home/apt,543,2,8,2022-09-12,0.17,1,172
657721330833025501,Apartamento Encantador Praça da Bandeira/Tijuca,431676014,Sabrina,,Praça da Bandeira,-2.291.351,-432.127,Entire home/apt,125,1,6,2022-12-08,1.00,3,350
51890627,"Ap Barra Da Tijuca - VISTA p MAR, ""pé na areia""...",175923534,Marina,,Barra da Tijuca,-2.301.049,-4.336.296,Entire home/apt,986,2,35,2022-11-28,2.91,1,329
32327299,Charmoso apto no Coração do Rio,10806621,Germana Lucia,,Centro,-2.290.737,-4.319.294,Entire home/apt,214,2,8,2022-11-14,0.17,1,80
12175432,Nice Place in Rio,65414376,Bruna,,Tijuca,-2.291.835,-4.321.561,Private room,144,1,2,2022-09-13,0.51,1,361
54228601,Quarto com ar-condicionado na Barra da Tijuca,338812542,Marcos,,Barra da Tijuca,-230.083,-4.342.971,Private room,200,1,4,2022-09-11,0.35,1,362
42138733,Casa da Chef,334339961,Daniela,,Vargem Pequena,-2.299.342,-4.345.746,Private room,150,2,0,,,1,180
761612282642623148,Eagle eye over Copacabana bay 180º ocean frontview,392083762,Oka,,Ipanema,-229.872.476,-431.901.074,Entire home/apt,2429,3,0,,,33,365
789906202019562769,quarto em condomínio com piscina,491082500,Vera,,Barra da Tijuca,-23.008.567.740.297.300,-4.343.036.633.959.820,Private room,156,2,0,,,1,83
505165,Réveillon - Summer 2023,144943,Marco,,Ipanema,-2.297.894,-4.319.764,Private room,299,7,19,2019-03-06,0.15,1,352
598559729234406799,Casa Caiada: Requinte no Recreio dos Bandeirantes,2513825,Newton,,Recreio dos Bandeirantes,-2.301.045,-43.468.712,Entire home/apt,5917,2,10,2022-11-10,1.17,28,182
696387091865579692,casa em Jacarepagua perto do Rock in Rio.,475149717,Joao Paulo,,Pechincha,-2.292.404,-4.335.507,Private room,150,1,2,2022-09-12,0.54,3,365
53942331,Espaço inteiro apartamento entreCopacabana Ipanema,436971937,Rodolfo,,Copacabana,-2.298.747,-4.318.778,Entire home/apt,890,1,1,2022-09-12,0.28,1,359
41155680,Pequeno charme do Leme,212352651,Roberto,,Leme,-2.296.428,-4.317.144,Entire home/apt,1000,2,1,2022-09-08,0.27,1,365
53617635,Maravilhoso loft coração carioca Catete metrô 5m.,434200109,Adriana,,Catete,-2.292.328,-4.317.923,Entire home/apt,160,2,24,2022-12-22,2.00,1,52
23645775,Espaço do Rei.,78627205,Rei,,Tijuca,-2.292.705,-4.322.625,Private room,290,1,4,2022-09-12,0.08,1,365
14575325,Good Bedroom in Central area in Rio de Janeiro,90323037,Rosa,,Rio Comprido,-229.191,-432.089,Private room,200,2,12,2022-09-12,0.16,1,349
638546187471142250,Quarto compartilhado Rock in rio,50893268,Adriana,,Jacarepaguá,-2.296.578,-4.340.132,Shared room,120,1,4,2022-11-13,01.02,12,364
14035342,Alugo apto duplex para o período das Olimpiadas,84062041,Reinaldo,,Recreio dos Bandeirantes,-2.300.761,-4.345.746,Entire home/apt,2428,30,0,,,1,365
2418923,APARTAMENTO 500M MARACANA COM CLUBE,7730257,Jonh,,Tijuca,-2.292.406,-4.321.849,Entire home/apt,499,10,0,,,1,365
13893252,"Private Room, Tijuca",23415386,Júlia,,Tijuca,-2.293.039,-4.323.425,Private room,250,1,0,,,1,89
701672048182160923,Cozy Apê Praia de Botafogo,87767987,Giselle,,Botafogo,-2.294.133,-4.317.794,Entire home/apt,533,2,0,,,7,5
22355526,Lindo apt no Bora Bora Resort Real,9750832,Mônica,,Barra da Tijuca,-2.297.683,-4.338.837,Entire home/apt,857,2,0,,,2,18
714492082968115523,Charming Apartment in Rio near Metro and Beach,479234405,Fabiana,,Barra da Tijuca,-2.300.928,-4.331.128,Entire home/apt,365,1,6,2022-12-17,1.86,1,317
54030676,APTO REVEILLON COPACABANA PISCINA,429604997,Bárbara,,Copacabana,-2.295.987,-4.317.442,Entire home/apt,325,1,0,,,6,259
15374605,Apartamento aconchegante a poucos  metros da praia,57009426,Fabiana,,Recreio dos Bandeirantes,-2.302.311,-4.348.821,Entire home/apt,507,3,2,2022-11-14,0.03,1,314
709234381823276437,Beach Club Barra,167997008,Monica,,Barra da Tijuca,-2.301.195,-4.332.807,Entire home/apt,1171,2,2,2022-11-14,0.54,7,364
750668557820987339,Espaço inteiro (Hospedado por Adriana),461247602,Adriana,,Botafogo,-229.407.541,-431.790.886,Entire home/apt,573,4,0,,,1,313
40345689,Comfortable apartment in Botafogo - Great location,34081838,Luis,,Botafogo,-2.294.051,-4.318.096,Entire home/apt,619,3,2,2022-01-03,0.16,1,3
42281672,Studio Botafogo,53290588,Gustavo,,Botafogo,-2.295.258,-4.319.334,Entire home/apt,579,3,58,2022-12-19,1.88,1,315
744654941001913188,"Copa Beach Apt

Comodidade e conforto para você",82341021,Andre,,Copacabana,-229.705,-4.318.328,Entire home/apt,643,2,14,2022-12-26,7.37,2,50
50564012,Apartamento com vista espetacular e estaciosamento,15991909,Yona,,Botafogo,-2.295.214,-4.318.233,Entire home/apt,573,2,19,2022-11-18,01.08,3,242
